ID	SAMP5-S1	SAMP5-S2	SAMP5-S3	SAMP5-S4	SAMP6-S1	SAMP6-S2	SAMP6-S3	SAMP6-S4
bin277	0.26450351		0.113456525	0.211024605		0.53360187	0.23503135999999997	0.291148855
bin276	1.8028665		0.51088352	2.3710959000000003	0.039817035	1.03195415	0.684608235	2.1168265
bin275	7.1723928	3.2885280999999997	3.8114891	7.70273925	2.70911955	21.917982000000002	7.9098757	6.5747566
bin274	30.8646	10.037811000000001	20.477457	17.6632055	4.339158100000001	33.881553	39.953848	12.7688055
bin273	3.6327388	0.294876575	1.8536622999999999	3.7975575	0.079128695	3.8460153	2.82486915	3.9332176999999997
bin272	0.04064318		0.5714686499999999		2.388051		0.260623135	
bin269	0.8820265	9.0435285	2.30864445	0.1810913	18.448493499999998	0.5677402	2.33193435	0.315643965
bin268	0.24657915	0.59111727	1.1496453	0.15164136	0.469515085		0.8809729749999999	0.38257876999999996
bin267	2.0776786499999997	4.14324115	4.3310077499999995	0.9282677500000001	3.2449271499999996		3.3983258	0.671488565
bin265	1.8733154	1.4055287	1.469369	1.4375700999999999	3.5019154500000003		0.6929891699999999	0.816503985
bin263		0.344836265	0.50106042		0.18310120000000002		0.32257848	
bin262	0.87530962	1.6005075500000001	1.6054679	0.36552278	0.821790775		1.5055409499999999	0.67459325
bin261	1.0956111499999999	0.30657108	0.903429715	0.96559955		1.55242515	2.0895159000000003	0.73361675
bin259	0.467485565	0.617705385	0.33765472500000004		0.65645453	0.10191942	0.39189450000000003	0.219093705
bin257	0.039366175	0.036763015		0.12060741	0.14626117			0.034911625
bin254	0.23382738	0.21071918	0.25348692		8.665844		0.20340714999999998	
bin253	1.75374875	2.5015191999999997	1.6962301499999999	1.57970375	3.5644162	0.04601988	1.6014435	1.2159198500000001
bin252	3.0939402	0.19810608000000002	4.9001297	4.8748014		6.54168535	8.312254	3.77779735
bin251	0.323083325	1.2401200000000001	0.69926983	0.041021025	2.7387745499999996		0.429191585	
bin250	1.59038875		1.8992027999999999	1.55105005		2.9023703000000003	3.88372765	1.1701735
bin249	0.236386475		0.46604101		0.164643455		0.080615878	
bin248	0.0345290825	0.18765579999999998	0.18197765		0.31348811		0.52337878	0.27997656
bin247	4.4113145	0.040459535	3.06518455	1.19955855		3.8831873	6.3400271	0.775043605
bin245	6.26117875	5.51166835	6.16006875	3.9308776500000002	6.0890397499999995	1.2434957	2.1887369999999997	4.3985333
bin244	0.31499233	0.44453786	1.41472315	0.229508635	0.164511405		1.3593105	0.474340965
bin241	0.157074455	0.5404132	0.72721132	0.24357882	0.141400825		0.64533555	0.59890345
bin239	0.247350675	0.9418003799999999	0.63933715	0.102773318	1.59918965		0.869151375	
bin238	1.9015874	1.30391795	0.76935413	1.4551783500000002	0.74456703	1.16978705	0.9868779999999999	10.80053
bin237	1.73840255	0.1974672	0.88559866	1.47150865	0.0934286575	4.09867715	1.41709525	1.3995306
bin236	0.210854435		0.64544882	0.325145275		0.36827248	1.61231255	0.296043535
bin234	1.2330627	0.36202946	2.04662905	1.2578518		2.1102708999999997	4.5428698	1.2060753
bin233	0.23653794		0.28469837	0.10642927		0.454702475	0.768275	0.14915149
bin232	0.9290572500000001	1.0517946	0.6429387900000001		23.875300000000003		0.28753614	
bin231	0.802865535	0.100085805	0.95802455	1.3677528		1.6823670000000002	2.6212887	1.12783875
bin229	2.50752005	5.1826658	3.0088624	1.02173065	12.5884555		2.31942805	0.4411948
bin227	3.6991688	6.5206157000000005	0.7820628000000001	2.4125332999999998	5.133484	13.875395000000001	1.35719115	3.163497
bin226	0.5826831450000001	0.26509405500000005	0.21082203500000002	0.30827299	0.248840365	1.27864325	0.33651904	0.8216431
bin224	0.5128608100000001	0.103253345	0.180936445	0.6183028850000001		0.42890945	0.252780365	0.66992907
bin223	0.6376068500000001		1.25163735	1.95736745			2.43295645	1.2360082499999998
bin222	0.781807725	0.46960336	0.61035825	0.835175395	0.9720075699999999		0.31029638	0.43609200000000004
bin221	0.75373125		0.28289321	0.52944535	0.10311218999999999	0.44451018	0.64988205	0.67121055
bin220	1.9643327	0.27040936000000004	1.30231065	1.0858706		1.4350271499999998	2.1771635	1.7242774
bin219	1.0401934499999999	0.111033365	0.91132758	1.147032		1.43838315	1.95350285	1.04788705
bin218	3.8734262499999996	0.7249937500000001	1.25811305	2.2325885000000003	0.54022595	1.2659888499999998	1.87893135	2.7845596500000003
bin217	1.02852443		0.32379372500000003	0.497642515		0.298254585	0.35897220500000004	0.49101944999999997
bin216	0.36727102	0.088742545	0.210772075	0.591024	0.1169058425	0.398814815	0.17311983	0.60299773
bin213	0.21201246		0.32715858	0.17809255499999999		0.08740901000000001	0.869339685	
bin211	1.1161874	1.4510965	1.75946665	0.7329449299999999	0.8861938	1.0459249000000002	2.6584746499999996	1.6778537500000001
bin210	0.177329235	0.531274325	0.259991915		1.49049725		0.20662079	
bin209	0.237414925	0.149551045	0.133618468	0.199852705		0.5954957	0.49954584999999996	0.23602108500000002
bin208	1.3200131499999999		0.371536635	0.25402076		0.38018989000000003	0.820506155	0.168440895
bin207	0.17714685		0.12557264499999998	0.242149435		0.43281606	0.40677525	0.186766615
bin206	1.0172847	0.0978160475	0.6216157	0.9777080499999999		0.52242385	1.04674125	1.0283181149999998
bin205	0.6269966499999999		0.313057545	0.42983325		1.1921652	0.53880235	0.39249927
bin204	0.8679684249999999		0.301936225	0.33361451		0.9301048999999999	0.62044345	0.12181233999999999
bin203	0.41260209000000003		0.262742175			0.29243779000000003	0.513178275	
bin202	0.138872155	0.3302196	0.41047205		0.266823385	0.325032085	0.43827522	0.2066129
bin201	0.5728585500000001		0.301012585	0.6711914		0.42133929000000003	0.387699395	0.55845885
bin200		0.6156743	0.431229965		0.906858655		0.70632768	
bin199	0.443106965		0.239777385	0.33051831		0.504806865	0.491120015	0.31464183
bin198	0.299518245	0.22531899500000002	0.17610315999999998	0.337246375	0.100355475			0.336485715
bin197	0.226139635		0.11547398	0.0899821875		0.22452471000000002	0.251322335	
bin196	0.30494103	0.18120055000000002	0.23258529500000003	0.08377486		0.26879682	0.54167233	0.18310618
bin195	0.25121233	0.14992286500000002	0.03884415			0.33098605000000003	0.13711369	0.089083048
bin194	0.25154786		0.04573162	0.14521131999999998		0.43221303499999997	0.18426968	0.10003472
bin192	2.80144295		1.51415625	1.0345588000000001		3.59008965	2.419495	0.934425085
bin191	4.8870337	0.6404394200000001	2.3139151	3.1462488	0.704414565	4.713944250000001	4.563339	1.926971
bin190	0.5822768	1.6091513	1.1095951	0.364026625	0.48678883		0.9954686500000001	0.1668161
bin189	0.5298174250000001		0.386360915	0.16880555	0.17465483999999998	0.15162225499999998	0.64219068	0.26531476
bin188	0.894168465	0.198483335	0.56819522	0.7137747999999999	0.377585915	0.107020745	1.3195442000000002	0.84205945
bin186	0.7220385300000001	0.0915835625	0.902935745	0.8705107999999999		1.8194677499999998	1.3425498	0.5774031
bin185	0.28758927		0.22630068	0.80070293		0.3685644	0.935196685	0.24866398
bin183	0.21087945			0.28486038			0.112803748	0.26239736
bin182	0.572791475		0.947242735	0.110495285		0.79043083	1.74928215	0.14645958
bin181	0.739486875		0.510625705	0.26655211		1.07252	1.89151065	0.15221774999999999
bin180	0.523863195		0.63543847	0.515058485		0.501625495	1.95682805	0.37546705
bin178	0.630175055		0.6249036299999999	0.43860526499999997		1.25193015	1.50111595	0.37636634999999996
bin177	1.0919582	0.036322072	0.35271755	0.4430888		1.0767714000000002	0.905714065	0.15499717
bin176	0.541165975	0.7282413750000001	0.092971313		0.674486915	0.36732976500000003		0.36253095999999996
bin175	0.55997165		0.24044490000000002	0.305723905		0.142574105	0.44672498	0.1130394225
